snapshot_time,competition,event,end_date,moneyline_home_yes_prob,moneyline_home_yes_odds,moneyline_home_no_prob,moneyline_home_no_odds,moneyline_home_volume,moneyline_home_volume_24h,moneyline_home_liquidity,moneyline_home_spread,moneyline_away_yes_prob,moneyline_away_yes_odds,moneyline_away_no_prob,moneyline_away_no_odds,moneyline_away_volume,moneyline_away_volume_24h,moneyline_away_liquidity,moneyline_away_spread,draw_yes_prob,draw_yes_odds,draw_no_prob,draw_no_odds,draw_volume,draw_volume_24h,draw_liquidity,draw_spread,over25_prob,over25_odds,under25_prob,under25_odds,ou25_volume,ou25_volume_24h,ou25_liquidity,ou25_spread,btts_yes_prob,btts_yes_odds,btts_no_prob,btts_no_odds,btts_volume,btts_volume_24h,btts_liquidity,btts_spread,url
2026-06-09T06:22:18.362476+00:00,fifa world cup,Czechia vs. Mexico,2026-06-25T01:00:00Z,0.205,4.88,0.795,1.26,2237.915988000001,27.698264,30705.5024,0.01,0.525,1.9,0.475,2.11,4267.870734000005,246.56552100000002,22385.3126,0.01,0.27,3.7,0.73,1.37,370.24479799999995,100,20179.4282,0.02,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-cze-mex-2026-06-24
2026-06-09T06:22:18.362476+00:00,fifa world cup,South Africa vs. Korea Republic,2026-06-25T01:00:00Z,0.235,4.26,0.765,1.31,944.9822969999998,15.75,22480.033,0.01,0.495,2.02,0.505,1.98,1396.3774509999996,362.939995,17924.9815,0.01,0.28,3.57,0.72,1.39,275.97246800000005,126.06896,18359.838,0.02,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-rsa-kr-2026-06-24
2026-06-09T06:22:18.362476+00:00,fifa world cup,Ecuador vs. Germany,2026-06-25T20:00:00Z,0.2,5.0,0.8,1.25,1836.4140180000004,105.701425,24277.6631,0.02,0.575,1.74,0.425,2.35,6799.8485029999565,355.91218699999996,17621.483,0.01,0.245,4.08,0.755,1.32,868.371959,184.186146,15865.6878,0.03,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-ecu-ger-2026-06-25
2026-06-09T06:22:18.362476+00:00,fifa world cup,Curaçao vs. Côte d'Ivoire,2026-06-25T20:00:00Z,0.075,13.33,0.925,1.08,2692.724512,385.46,20916.499,0.01,0.785,1.27,0.215,4.65,597.1176079999998,76.582271,14284.4216,0.01,0.145,6.9,0.855,1.17,699.437573,113.333332,15910.6975,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-kor-civ-2026-06-25
2026-06-09T06:22:18.362476+00:00,fifa world cup,Japan vs. Sweden,2026-06-25T23:00:00Z,0.47,2.13,0.53,1.89,2052.361553,320.717578,20679.1679,0.02,0.27,3.7,0.73,1.37,559.135366,31.018517,20727.4857,0.02,0.285,3.51,0.715,1.4,771.4315050000002,100,18450.227,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-jpn-swe-2026-06-25
2026-06-09T06:22:18.362476+00:00,fifa world cup,Tunisia vs. Netherlands,2026-06-25T23:00:00Z,0.135,7.41,0.865,1.16,981.8137859999999,,18703.9689,0.01,0.665,1.5,0.335,2.99,7083.1140659998455,823.1082579999978,30750.8656,0.01,0.225,4.44,0.775,1.29,723.5359740000004,108.21739,12975.0882,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-tun-nld-2026-06-25
2026-06-09T06:22:18.362476+00:00,fifa world cup,Paraguay vs. Australia,2026-06-26T02:00:00Z,0.445,2.25,0.555,1.8,481.22250099999985,13.150791,22123.2276,0.01,0.265,3.77,0.735,1.36,517.5296010000002,,23091.067,0.01,0.305,3.28,0.695,1.44,504.7675359999998,100,18373.1011,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-par-aus-2026-06-25
2026-06-09T06:22:18.362476+00:00,fifa world cup,Türkiye vs. United States,2026-06-26T02:00:00Z,0.365,2.74,0.635,1.57,5684.193219999998,638.677728,26143.6019,0.01,0.38,2.63,0.62,1.61,1490.7937720000004,468.88419,43524.0158,0.02,0.275,3.64,0.725,1.38,1044.406175,480.760529,21020.4267,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-tur-usa-2026-06-25
2026-06-09T06:22:18.362476+00:00,fifa world cup,Norway vs. France,2026-06-26T19:00:00Z,0.22,4.55,0.78,1.28,3250.7672769999967,315.125215,20099.8525,0.02,0.53,1.89,0.47,2.13,3350.945461000007,603.4941360000003,16525.7067,0.02,0.26,3.85,0.74,1.35,961.1210950000001,409.56,15175.7558,0.02,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-nor-fra-2026-06-26
2026-06-09T06:22:18.362476+00:00,fifa world cup,Senegal vs. Iraq,2026-06-26T19:00:00Z,0.68,1.47,0.32,3.12,1818.4675479999976,620.2327919999979,12509.2881,0.02,0.125,8.0,0.875,1.14,1974.277276999999,36.61538,16119.7259,0.01,0.205,4.88,0.795,1.26,694.8104869999999,127,13463.6743,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-sen-irq-2026-06-26
2026-06-09T06:22:18.362476+00:00,fifa world cup,Cabo Verde vs. Saudi Arabia,2026-06-27T00:00:00Z,0.375,2.67,0.625,1.6,788.9441500000001,276.883143,15471.2452,0.01,0.355,2.82,0.645,1.55,1240.443902999999,121.135547,48299.9571,0.01,0.29,3.45,0.71,1.41,211.71891399999998,100,13434.8567,0.02,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-cvi-ksa-2026-06-26
2026-06-09T06:22:18.362476+00:00,fifa world cup,Uruguay vs. Spain,2026-06-27T00:00:00Z,0.175,5.71,0.825,1.21,974.7390310000001,108.462215,22039.9517,0.01,0.595,1.68,0.405,2.47,3327.129853000005,188.11996300000004,16313.1581,0.01,0.245,4.08,0.755,1.32,564.465017,147.778458,10435.2632,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-ury-esp-2026-06-26
2026-06-09T06:22:18.362476+00:00,fifa world cup,Egypt vs. IR Iran,2026-06-27T03:00:00Z,0.435,2.3,0.565,1.77,1107.3925390000002,775.269194,15657.0813,0.01,0.265,3.77,0.735,1.36,1652.579677,14.288146999999999,22684.7024,0.01,0.32,3.12,0.68,1.47,825.4383449999997,476.2184270000001,16622.4233,0.02,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-egy-irn-2026-06-26
2026-06-09T06:22:18.362476+00:00,fifa world cup,New Zealand vs. Belgium,2026-06-27T03:00:00Z,0.085,11.76,0.915,1.09,5131.354161999998,155.10868899999997,29016.5063,0.01,0.755,1.32,0.245,4.08,1146.9743590000005,44.01894,12682.6043,0.01,0.155,6.45,0.845,1.18,1939.935548,1325.93,14596.8558,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-nzl-bel-2026-06-26
2026-06-09T06:22:18.362476+00:00,fifa world cup,Panama vs. England,2026-06-27T21:00:00Z,0.095,10.53,0.905,1.1,10785.453715999998,1343.30222,28373.9345,0.01,0.755,1.32,0.245,4.08,3565.070290000001,159.953148,13849.3507,0.01,0.155,6.45,0.845,1.18,721.334851,131.25,15730.2625,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-pan-eng-2026-06-27
2026-06-09T06:22:18.362476+00:00,fifa world cup,Croatia vs. Ghana,2026-06-27T21:00:00Z,0.59,1.69,0.41,2.44,689.9237870000001,147.335978,15108.8015,0.02,0.165,6.06,0.835,1.2,736.8659159999999,119.663527,20926.1336,0.01,0.255,3.92,0.745,1.34,711.3109359999999,190.34,15304.8761,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-hrv-gha-2026-06-27
2026-06-09T06:22:18.362476+00:00,fifa world cup,Colombia vs. Portugal,2026-06-27T23:30:00Z,0.28,3.57,0.72,1.39,2542.2798219999986,194.06285000000003,15042.3478,0.02,0.455,2.2,0.545,1.83,4169.763593999994,448.5724999999999,15655.3298,0.01,0.285,3.51,0.715,1.4,1739.121369,280.995514,12085.9779,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-col-prt-2026-06-27
2026-06-09T06:22:18.362476+00:00,fifa world cup,DR Congo vs. Uzbekistan,2026-06-27T23:30:00Z,0.425,2.35,0.575,1.74,374.12929800000006,61.767435,20470.2433,0.01,0.305,3.28,0.695,1.44,785.4966309999998,12.364582,17585.9396,0.01,0.29,3.45,0.71,1.41,718.5056799999999,633.583102,15488.4805,0.02,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-cdr-uzb-2026-06-27
2026-06-09T06:22:18.362476+00:00,fifa world cup,Jordan vs. Argentina,2026-06-28T02:00:00Z,0.064,15.62,0.936,1.07,5928.053324000001,212.34963,21888.50661,0.002,0.825,1.21,0.175,5.71,2285.807089,294.26046799999995,12992.2411,0.01,0.125,8.0,0.875,1.14,1499.8890959999999,100,19303.8519,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-jor-arg-2026-06-27
2026-06-09T06:22:18.362476+00:00,fifa world cup,Algeria vs. Austria,2026-06-28T02:00:00Z,0.26,3.85,0.74,1.35,1521.118425,571.089255,23172.2738,0.02,0.435,2.3,0.565,1.77,5665.947494,3984.7297070000004,22873.0967,0.01,0.305,3.28,0.695,1.44,723.4796759999999,118.290319,17047.8955,0.01,,,,,,,,,,,,,,,,,https://polymarket.com/event/fifwc-alg-aut-2026-06-27
2026-06-09T06:22:18.362476+00:00,MLS,New England Revolution vs. Houston Dynamo,2026-03-07T19:30:00Z,0.47,2.13,0.53,1.89,36816.65109300001,72.01,174.6107,0.28,0.27,3.7,0.73,1.37,27477.932072000007,97.59,2927.7302,0.26,0.315,3.17,0.685,1.46,31883.886777999996,69,3054.3179,0.19,0.585,1.71,0.415,2.41,217.36793100000003,,21.4684,0.71,0.565,1.77,0.435,2.3,,,10.015,0.81,https://polymarket.com/event/mls-ner-hou-2026-03-07
2026-06-09T06:22:18.362476+00:00,MLS,Seattle Sounders FC vs. Real Salt Lake,2026-04-13T01:00:00Z,0.46,2.17,0.54,1.85,1207.4921069999996,70.39,389.9905,0.28,0.2805,3.57,0.7195,1.39,1051.295449,67.61,496.78665,0.237,0.25,4.0,0.75,1.33,651.901145,67.61,337.3131,0.12,0.64,1.56,0.36,2.78,,,459.0997,0.3,0.6,1.67,0.4,2.5,19.329307000000004,2.1,973.5408,0.36,https://polymarket.com/event/mls-sea-rsl-2026-04-12
2026-06-09T06:22:18.362476+00:00,MLS,New York City FC vs. Los Angeles FC,2026-05-06T23:30:00Z,0.48,2.08,0.52,1.92,392.903883,68.991427,109.7815,0.32,0.325,3.08,0.675,1.48,329.51895700000006,42.27,120.8773,0.27,0.305,3.28,0.695,1.44,346.2485750000001,39.42,109.199,0.27,0.485,2.06,0.515,1.94,,,2.2328,0.95,0.5,2.0,0.5,2.0,,,8.1801,0.84,https://polymarket.com/event/mls-nyc-laf-2026-05-06
2026-06-09T06:22:18.362476+00:00,Japan J2 League,Iwaki FC vs. Ventforet Kōfu,2026-03-08T05:00:00Z,0.5,2.0,0.5,2.0,5,,20.5292,0.978,0.4905,2.04,0.5095,1.96,6.0100999999999996,,37.547,0.979,0.492,2.03,0.508,1.97,5,,50.3752,0.974,0.5,2.0,0.5,2.0,,,3.8497,0.92,0.5,2.0,0.5,2.0,,,3.912,0.92,https://polymarket.com/event/j2100-iwa-ven-2026-03-08
2026-06-09T06:22:18.362476+00:00,Norway Eliteserien,FK Bodø/Glimt vs. Hamarkameratene,2026-03-22T18:15:00Z,0.48,2.08,0.52,1.92,135.59522900000002,69,66.3682,0.3,0.33,3.03,0.67,1.49,151.98575499999998,69,77.6922,0.28,0.325,3.08,0.675,1.48,76.44,69,58.0382,0.29,0.51,1.96,0.49,2.04,,,4.9061,0.86,0.485,2.06,0.515,1.94,,,6.5923,0.85,https://polymarket.com/event/nor-bog-ham-2026-03-22
2026-06-09T06:22:18.362476+00:00,Norway Eliteserien,Lillestrøm SK vs. Viking FK,2026-05-30T14:00:00Z,0.4,2.5,0.6,1.67,20904.255033999998,69,172.3517,0.04,0.405,2.47,0.595,1.68,1343.8117670000001,69,100.502,0.01,0.19,5.26,0.81,1.23,38525.006025,69,116.0632,0.02,0.51,1.96,0.49,2.04,24.592221,,10.3063,0.86,0.71,1.41,0.29,3.45,,,30.3168,0.46,https://polymarket.com/event/nor-lil-vik-2026-05-30
