snapshot_time,competition,event,market,outcome,probability,decimal_odds,volume,volume_24h,liquidity,spread,end_date,market_score,url,moneyline,total_over_under2.5,btts_yes_no
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Cape Verde - Yes,0.0005,2000.0,27156083.43516404,4381.1,9655705.95543,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Cape Verde - No,0.9995,1.0,27156083.43516404,4381.1,9655705.95543,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Czechia - Yes,0.0025,400.0,10854571.041417528,107575.07716399991,7254561.48594,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Czechia - No,0.9975,1.0,10854571.041417528,107575.07716399991,7254561.48594,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Qatar - Yes,0.0005,2000.0,28935334.516331855,16235.68,9735637.43725,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Qatar - No,0.9995,1.0,28935334.516331855,16235.68,9735637.43725,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Belgium - Yes,0.0185,54.05,18555382.86826826,149488.25920399997,3451362.94227,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Belgium - No,0.9815,1.02,18555382.86826826,149488.25920399997,3451362.94227,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Australia - Yes,0.0015,666.67,27575838.056567475,257994.70399999956,8430174.69386,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Australia - No,0.9985,1.0,27575838.056567475,257994.70399999956,8430174.69386,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Saudi Arabia - Yes,0.0005,2000.0,31846451.953883726,303356.8,8926371.81622,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Saudi Arabia - No,0.9995,1.0,31846451.953883726,303356.8,8926371.81622,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Team AL - Yes,,,0,0,0,1,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Team AL - No,,,0,0,0,1,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Austria - Yes,0.0055,181.82,27225685.336988833,229334.11719300004,2484958.13319,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Austria - No,0.9945,1.01,27225685.336988833,229334.11719300004,2484958.13319,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Croatia - Yes,0.0085,117.65,24918783.528662816,361606.3567140001,3900949.10693,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Croatia - No,0.9915,1.01,24918783.528662816,361606.3567140001,3900949.10693,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Team AN - Yes,,,0,0,0,1,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Team AN - No,,,0,0,0,1,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Egypt - Yes,0.0035,285.71,26906680.096209906,131272.62558999995,7933239.08256,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Egypt - No,0.9965,1.0,26906680.096209906,131272.62558999995,7933239.08256,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Sweden - Yes,0.0055,181.82,14174570.922119997,342506.9235279998,7603079.55296,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Sweden - No,0.9945,1.01,14174570.922119997,342506.9235279998,7603079.55296,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Team AJ - Yes,,,0,0,0,1,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Team AJ - No,,,0,0,0,1,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Team AK - Yes,,,0,0,0,1,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Team AK - No,,,0,0,0,1,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Team AO - Yes,,,0,0,0,1,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup Winner ,winner,Team AO - No,,,0,0,0,1,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-winner-595,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,North America - Yes,0.0245,40.82,296603.67845599947,1684.8120820000001,58797.49317,0.001,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,North America - No,0.9755,1.03,296603.67845599947,1684.8120820000001,58797.49317,0.001,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,Asia - Yes,0.0285,35.09,345864.42718899995,7057.40174,54105.79032,0.001,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,Asia - No,0.9715,1.03,345864.42718899995,7057.40174,54105.79032,0.001,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,Oceania - Yes,0.0015,666.67,409275.6535780007,1207.7465000000002,57239.27191,0.001,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,Oceania - No,0.9985,1.0,409275.6535780007,1207.7465000000002,57239.27191,0.001,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,Europe - Yes,0.715,1.4,175821.31430299985,5524.349503000001,48188.5021,0.01,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,Europe - No,0.285,3.51,175821.31430299985,5524.349503000001,48188.5021,0.01,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,Other - Yes,,,0,0,0,1,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,Other - No,,,0,0,0,1,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,Africa - Yes,0.0325,30.77,1061216.4435019984,1684.809373,72766.60512,0.001,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,Africa - No,0.9675,1.03,1061216.4435019984,1684.809373,72766.60512,0.001,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,South America - Yes,0.215,4.65,244064.99964500053,1596.88399,40247.7644,0.01,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Which continent will win the 2026 Fifa World Cup?,continent_winner,South America - No,0.785,1.27,244064.99964500053,1596.88399,40247.7644,0.01,,,https://polymarket.com/event/which-continent-will-win-the-2026-fifa-world-cup,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Will Neymar play in the 2026 FIFA World Cup?,player_prop,Neymar - Yes,0.865,1.16,2331783.312841011,19183.249333999996,69426.3681,0.01,2026-07-19T00:00:00Z,,https://polymarket.com/event/will-neymar-play-in-the-2026-fifa-world-cup-for-brazil,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,Will Neymar play in the 2026 FIFA World Cup?,player_prop,Neymar - No,0.135,7.41,2331783.312841011,19183.249333999996,69426.3681,0.01,2026-07-19T00:00:00Z,,https://polymarket.com/event/will-neymar-play-in-the-2026-fifa-world-cup-for-brazil,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Lionel Messi be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.063,15.87,4915.732163000003,176.84875,42079.96912,0.002,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Lionel Messi be the top goalscorer at the 2026 FIFA World Cup? - No,0.937,1.07,4915.732163000003,176.84875,42079.96912,0.002,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Cristiano Ronaldo be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.045,22.22,7439.297640999998,817.7882930000001,36774.78272,0.004,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Cristiano Ronaldo be the top goalscorer at the 2026 FIFA World Cup? - No,0.955,1.05,7439.297640999998,817.7882930000001,36774.78272,0.004,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Jude Bellingham be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.012,83.33,551.5084889999999,,17477.03187,0.01,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Jude Bellingham be the top goalscorer at the 2026 FIFA World Cup? - No,0.988,1.01,551.5084889999999,,17477.03187,0.01,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Raphinha be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.049,20.41,13358.228687,713.52,22713.52903,0.026,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Raphinha be the top goalscorer at the 2026 FIFA World Cup? - No,0.951,1.05,13358.228687,713.52,22713.52903,0.026,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Noah Okafor be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.0025,400.0,536.009,54.9,14854.42969,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Noah Okafor be the top goalscorer at the 2026 FIFA World Cup? - No,0.9975,1.0,536.009,54.9,14854.42969,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Scott McTominay be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.0065,153.85,792.9886330000002,,12909.65495,0.003,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Scott McTominay be the top goalscorer at the 2026 FIFA World Cup? - No,0.9935,1.01,792.9886330000002,,12909.65495,0.003,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Rodrygo be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.0015,666.67,14002.8045,10,24891.07088,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Rodrygo be the top goalscorer at the 2026 FIFA World Cup? - No,0.9985,1.0,14002.8045,10,24891.07088,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Deniz Undav be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.0285,35.09,1825.5846790000003,,25720.00276,0.013,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Deniz Undav be the top goalscorer at the 2026 FIFA World Cup? - No,0.9715,1.03,1825.5846790000003,,25720.00276,0.013,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Amad Diallo be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.004,250.0,300.547,,15333.6413,0.008,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Amad Diallo be the top goalscorer at the 2026 FIFA World Cup? - No,0.996,1.0,300.547,,15333.6413,0.008,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Depay Memphis be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.008,125.0,780.4279,,15487.986,0.008,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Depay Memphis be the top goalscorer at the 2026 FIFA World Cup? - No,0.992,1.01,780.4279,,15487.986,0.008,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Erling Haaland be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.075,13.33,9574.096676999998,391.794284,24079.8915,0.01,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Erling Haaland be the top goalscorer at the 2026 FIFA World Cup? - No,0.925,1.08,9574.096676999998,391.794284,24079.8915,0.01,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Kylian Mbappe be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.145,6.9,32698.357846000006,626.199989,38914.4443,0.01,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Kylian Mbappe be the top goalscorer at the 2026 FIFA World Cup? - No,0.855,1.17,32698.357846000006,626.199989,38914.4443,0.01,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Lamine Yamal be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.05,20.0,8732.536986000003,,42910.21624,0.018,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Lamine Yamal be the top goalscorer at the 2026 FIFA World Cup? - No,0.95,1.05,8732.536986000003,,42910.21624,0.018,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Heung-Min Son be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.0065,153.85,692.899,,14112.35286,0.005,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Heung-Min Son be the top goalscorer at the 2026 FIFA World Cup? - No,0.9935,1.01,692.899,,14112.35286,0.005,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Edin Džeko be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.0015,666.67,768.723314,5,15694.51692,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Edin Džeko be the top goalscorer at the 2026 FIFA World Cup? - No,0.9985,1.0,768.723314,5,15694.51692,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Vinicius Junior be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.039,25.64,2293.144144000001,,19941.72499,0.022,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Vinicius Junior be the top goalscorer at the 2026 FIFA World Cup? - No,0.961,1.04,2293.144144000001,,19941.72499,0.022,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Igor Thiago be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.0325,30.77,1062.950978,,20938.98451,0.043,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Igor Thiago be the top goalscorer at the 2026 FIFA World Cup? - No,0.9675,1.03,1062.950978,,20938.98451,0.043,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Serge Gnabry be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.002,500.0,14800.413435999999,3405,25069.78312,0.002,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Serge Gnabry be the top goalscorer at the 2026 FIFA World Cup? - No,0.998,1.0,14800.413435999999,3405,25069.78312,0.002,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Viktor Gyökeres be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.0225,44.44,1180.318864,,24634.45369,0.013,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Viktor Gyökeres be the top goalscorer at the 2026 FIFA World Cup? - No,0.9775,1.02,1180.318864,,24634.45369,0.013,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Cody Gakpo be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.0195,51.28,1228.0698630000002,,15090.62546,0.007,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Cody Gakpo be the top goalscorer at the 2026 FIFA World Cup? - No,0.9805,1.02,1228.0698630000002,,15090.62546,0.007,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Ferran Torres be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.028,35.71,7151.657748999999,,23350.91218,0.018,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Ferran Torres be the top goalscorer at the 2026 FIFA World Cup? - No,0.972,1.03,7151.657748999999,,23350.91218,0.018,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Marcus Thuram be the top goalscorer at the 2026 FIFA World Cup? - Yes,0.0075,133.33,508.077947,5,17309.15023,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
2026-05-24T17:17:42.595793+00:00,FIFA World Cup 2026,2026 FIFA World Cup: Top Goalscorer,top_goalscorer,Marcus Thuram be the top goalscorer at the 2026 FIFA World Cup? - No,0.9925,1.01,508.077947,5,17309.15023,0.001,2026-07-20T00:00:00Z,,https://polymarket.com/event/2026-fifa-world-cup-top-goalscorer,,,
